Id,Key,Name,Category,Symbol,Abstract,Url,DetailUrl,RateUrl,Rating,TopEffect,TopMedical,TopActivity
826,purple-sour-diesel,Purple Sour Diesel,Hybrid,Psd,,http://www.leafly.com/hybrid/purple-sour-diesel,http://www.leafly.com/api/details/purple-sour-diesel,http://www.leafly.com/me/create/purple-sour-diesel,7.7,Euphoric,Stress,Go to a party
1045,purple-tonic,Purple Tonic,Indica,Pt,,http://www.leafly.com/indica/purple-tonic,http://www.leafly.com/api/details/purple-tonic,http://www.leafly.com/me/create/purple-tonic,7,Sleepy,Insomnia,Relax at home
36,purple-trainwreck,Purple Trainwreck,Hybrid,Pt,"Lemon-scented cross between GDP and Trainwreck.  Gives a slight body high, nicely euphoric and uplifting.",http://www.leafly.com/hybrid/purple-trainwreck,http://www.leafly.com/api/details/purple-trainwreck,http://www.leafly.com/me/create/purple-trainwreck,7.7,Euphoric,Stress,Listen to music
34,purple-urkle,Purple Urkle,Indica,Pu,"The legendary purple urkle is a very popular indica strain.  It possesses an interesting sweet grape flavor when smoked.  Gives you a nice strong stone, light-weights beware.",http://www.leafly.com/indica/purple-urkle,http://www.leafly.com/api/details/purple-urkle,http://www.leafly.com/me/create/purple-urkle,8.3,Sleepy,Insomnia,Relax at home
3658,purple-voodoo,Purple Voodoo,Sativa,Pvd,,http://www.leafly.com/sativa/purple-voodoo,http://www.leafly.com/api/details/purple-voodoo,http://www.leafly.com/me/create/purple-voodoo,8.6,Hungry,Pain,N/A
727,purple-wreck,Purple Wreck,Indica,Pwr,,http://www.leafly.com/indica/purple-wreck,http://www.leafly.com/api/details/purple-wreck,http://www.leafly.com/me/create/purple-wreck,8.2,Euphoric,Pain,N/A
351,pvc-og,PVC OG,Indica,Pvc,,http://www.leafly.com/indica/pvc-og,http://www.leafly.com/api/details/pvc-og,http://www.leafly.com/me/create/pvc-og,9,Euphoric,Stress,Relax at home
23217,q3,Q3,Sativa,Q3,A sativa dominant strain.,http://www.leafly.com/sativa/q3,http://www.leafly.com/api/details/q3,http://www.leafly.com/me/create/q3,5.5,Talkative,Migraines,N/A
1925,qleaner,Qleaner,Sativa,Qle,Qleaner is a mostly sativa strain that provides an impressive high to even the most jaded pot snob.,http://www.leafly.com/sativa/qleaner,http://www.leafly.com/api/details/qleaner,http://www.leafly.com/me/create/qleaner,8.2,Euphoric,Lack of appetite,N/A
5243,qrazy-train,Qrazy Train,Hybrid,Qrz,,http://www.leafly.com/hybrid/qrazy-train,http://www.leafly.com/api/details/qrazy-train,http://www.leafly.com/me/create/qrazy-train,8.4,Euphoric,Stress,N/A
281,querkle,Querkle,Hybrid,Que,Purple Urkle crossed with Space Queen produces this indica/staiva 80/20 marijuana variety.  Querkle has a fruity grape & berry scent.,http://www.leafly.com/hybrid/querkle,http://www.leafly.com/api/details/querkle,http://www.leafly.com/me/create/querkle,8.5,Euphoric,Stress,Relax at home
17542,rainbow,Rainbow,Hybrid,Rnb,"Tastes like tropical Starburst with purple, orange and green colored buds. THC range of 17-22%.",http://www.leafly.com/hybrid/rainbow,http://www.leafly.com/api/details/rainbow,http://www.leafly.com/me/create/rainbow,9.7,Euphoric,Pain,N/A
17381,raskal-og,Raskal OG,Hybrid,Ras,"Bred by Cali Connection, this indica-based hybrid smells of lemon and pine and has a THC level up to 17%.",http://www.leafly.com/hybrid/raskal-og,http://www.leafly.com/api/details/raskal-og,http://www.leafly.com/me/create/raskal-og,6.8,Focused,Anxiety,N/A
1197,raspberry-kush,Raspberry Kush,Indica,Rsk,,http://www.leafly.com/indica/raspberry-kush,http://www.leafly.com/api/details/raspberry-kush,http://www.leafly.com/me/create/raspberry-kush,8.2,Euphoric,Stress,Go to a party
520,recon,Recon,Hybrid,Rec,The ReCon is a perfect blend of two parts LA Confidential and one part Cannadential.,http://www.leafly.com/hybrid/recon,http://www.leafly.com/api/details/recon,http://www.leafly.com/me/create/recon,7.9,Euphoric,Anxiety,Create art
571,red-dragon,Red Dragon,Hybrid,Red,,http://www.leafly.com/hybrid/red-dragon,http://www.leafly.com/api/details/red-dragon,http://www.leafly.com/me/create/red-dragon,7.9,Happy,Stress,Get outdoors
375,red-dwarf,Red Dwarf,Indica,Rd,,http://www.leafly.com/indica/red-dwarf,http://www.leafly.com/api/details/red-dwarf,http://www.leafly.com/me/create/red-dwarf,8.9,Sleepy,Pain,Watch a movie
734,red-haze,Red Haze,Sativa,Rhz,,http://www.leafly.com/sativa/red-haze,http://www.leafly.com/api/details/red-haze,http://www.leafly.com/me/create/red-haze,8.5,Euphoric,Stress,Get outdoors
4587,redwood-kush,Redwood Kush,Indica,Rk,,http://www.leafly.com/indica/redwood-kush,http://www.leafly.com/api/details/redwood-kush,http://www.leafly.com/me/create/redwood-kush,7.6,Euphoric,Stress,N/A
89,richie-rich,Richie Rich,Hybrid,Rr,Richie Rich is a Northern Lights #5 crossed with Skunk #1.  It is a favorite among medical users for pain relief.,http://www.leafly.com/hybrid/richie-rich,http://www.leafly.com/api/details/richie-rich,http://www.leafly.com/me/create/richie-rich,9,Euphoric,Anxiety,Hang with friends
54,rocklock,Rocklock,Hybrid,Rk,Rocklock marijuana is a cross between the RockStar and Warlock cannabis strains.,http://www.leafly.com/hybrid/rocklock,http://www.leafly.com/api/details/rocklock,http://www.leafly.com/me/create/rocklock,9,Euphoric,Anxiety,Create art
122,romping-goddess,Romping Goddess,Hybrid,Rg,"Romping Goddess is an original creation that combines a powerful, local medicinal strain with the Cannabis Cup winning ""God Bud"". ",http://www.leafly.com/hybrid/romping-goddess,http://www.leafly.com/api/details/romping-goddess,http://www.leafly.com/me/create/romping-goddess,8.2,Happy,Anxiety,Meditate
112,romulan,Romulan,Indica,Rom,Romulan is a very strong indica that provides good relief from pain but will definitely have you stuck to the couch.,http://www.leafly.com/indica/romulan,http://www.leafly.com/api/details/romulan,http://www.leafly.com/me/create/romulan,7.8,Lazy,Insomnia,Relax at home
155,romulan-grapefruit,Romulan Grapefruit,Hybrid,Rg,"Top quality hybrid, amazingly strong scent. Grows like the Grapefruit in size and stature but has a bigger punch and stronger smell due to the Romulan influence",http://www.leafly.com/hybrid/romulan-grapefruit,http://www.leafly.com/api/details/romulan-grapefruit,http://www.leafly.com/me/create/romulan-grapefruit,7.5,Euphoric,Anxiety,Relax at home
428,root-beer-kush,Root Beer Kush,Sativa,Rbk,,http://www.leafly.com/sativa/root-beer-kush,http://www.leafly.com/api/details/root-beer-kush,http://www.leafly.com/me/create/root-beer-kush,7.2,Creative,Stress,Study
365,russian-rocket-fuel,Russian Rocket Fuel,Hybrid,Rrf,,http://www.leafly.com/hybrid/russian-rocket-fuel,http://www.leafly.com/api/details/russian-rocket-fuel,http://www.leafly.com/me/create/russian-rocket-fuel,8,Euphoric,Nausea,Listen to music
256,sage,SAGE,Hybrid,Sg,S.A.G.E. is a well-balanced Haze cross with a robust indica strain.  Spicy sandalwood flavor combined with a long lasting and uplifting high make this the plant for those who like the best.,http://www.leafly.com/hybrid/sage,http://www.leafly.com/api/details/sage,http://www.leafly.com/me/create/sage,8.1,Euphoric,Stress,Relax at home
78,sage-n-sour,Sage N Sour,Sativa,Sns,THSeeds crossed their legendary S.A.G.E. strain with an equally powerful Sour Diesel to create Sage N Sour.,http://www.leafly.com/sativa/sage-n-sour,http://www.leafly.com/api/details/sage-n-sour,http://www.leafly.com/me/create/sage-n-sour,8.5,Euphoric,Stress,Relax at home
334,satori,Satori,Hybrid,Sat,,http://www.leafly.com/hybrid/satori,http://www.leafly.com/api/details/satori,http://www.leafly.com/me/create/satori,8.6,Euphoric,Insomnia,Hang with friends
113,seattle-blue,Seattle Blue,Indica,Sb,Seattle Blue has a sweet and fruity taste that provides a strong and euphoric body high.  A great indica for relaxing.,http://www.leafly.com/indica/seattle-blue,http://www.leafly.com/api/details/seattle-blue,http://www.leafly.com/me/create/seattle-blue,8,Euphoric,Insomnia,Listen to music
114,sensi-star,Sensi Star,Indica,Sen,Sensi Star is a very strong indica with THC levels reaching up to 20%.,http://www.leafly.com/indica/sensi-star,http://www.leafly.com/api/details/sensi-star,http://www.leafly.com/me/create/sensi-star,7.7,Lazy,Pain,Watch a movie
3692,sfv-og,SFV OG,Hybrid,Sfv,,http://www.leafly.com/hybrid/sfv-og,http://www.leafly.com/api/details/sfv-og,http://www.leafly.com/me/create/sfv-og,8.4,Euphoric,Pain,Watch a movie
115,shaman,Shaman,Sativa,Shm,"Shaman is a sativa strain that is helpful in treating anxiety, depression, and chronic pain.  Provides a euphoric head high and strong body high.",http://www.leafly.com/sativa/shaman,http://www.leafly.com/api/details/shaman,http://www.leafly.com/me/create/shaman,8.1,Creative,Anxiety,Get outdoors
116,shark-shock,Shark Shock,Indica,Shk,Shark Shock is a cross of the famous White Widow and Skunk #1 strains.  This indica is also sometimes referred to as Peacemaker or Great White Shark.,http://www.leafly.com/indica/shark-shock,http://www.leafly.com/api/details/shark-shock,http://www.leafly.com/me/create/shark-shock,8.7,Lazy,Pain,Relax at home
3667,sharks-breath,Sharks Breath,Hybrid,Shb,,http://www.leafly.com/hybrid/sharks-breath,http://www.leafly.com/api/details/sharks-breath,http://www.leafly.com/me/create/sharks-breath,8.5,Happy,Pain,N/A
143,shipwreck,Shipwreck,Sativa,Shp,,http://www.leafly.com/sativa/shipwreck,http://www.leafly.com/api/details/shipwreck,http://www.leafly.com/me/create/shipwreck,8.8,Lazy,Pain,Watch a movie
1841,shishkaberry,Shishkaberry,Hybrid,Shi,,http://www.leafly.com/hybrid/shishkaberry,http://www.leafly.com/api/details/shishkaberry,http://www.leafly.com/me/create/shishkaberry,8.6,Uplifted,Anxiety,Create art
37,shiva-skunk,Shiva Skunk,Hybrid,Sh,"An amazing cross between NL#5 and SK#1, one of the most potent indica-dominant strains available.  Strong and mellow high with no bad after effects.",http://www.leafly.com/hybrid/shiva-skunk,http://www.leafly.com/api/details/shiva-skunk,http://www.leafly.com/me/create/shiva-skunk,7.7,Euphoric,Stress,Listen to music
738,shoreline,Shoreline,Hybrid,Sln,,http://www.leafly.com/hybrid/shoreline,http://www.leafly.com/api/details/shoreline,http://www.leafly.com/me/create/shoreline,8.5,Euphoric,Anxiety,Hang with friends
8286,sierra-mist,Sierra Mist,Hybrid,Sim,,http://www.leafly.com/hybrid/sierra-mist,http://www.leafly.com/api/details/sierra-mist,http://www.leafly.com/me/create/sierra-mist,8.5,Lazy,Stress,N/A
40,silver-haze,Silver Haze,Hybrid,Slv,"A strong sativa-dominant hybrid, the Silver Haze buzz is strong and clear.  A good choice for day time smoking.",http://www.leafly.com/hybrid/silver-haze,http://www.leafly.com/api/details/silver-haze,http://www.leafly.com/me/create/silver-haze,8.1,Euphoric,Stress,Hang with friends
784,silver-pearl,Silver Pearl,Hybrid,Svp,,http://www.leafly.com/hybrid/silver-pearl,http://www.leafly.com/api/details/silver-pearl,http://www.leafly.com/me/create/silver-pearl,8.9,Euphoric,Stress,Get outdoors
63,silver-surfer,Silver Surfer,Hybrid,Sil,,http://www.leafly.com/hybrid/silver-surfer,http://www.leafly.com/api/details/silver-surfer,http://www.leafly.com/me/create/silver-surfer,8.9,Lazy,Insomnia,Relax at home
221,silverback-gorilla,Silverback Gorilla,Indica,Sig,,http://www.leafly.com/indica/silverback-gorilla,http://www.leafly.com/api/details/silverback-gorilla,http://www.leafly.com/me/create/silverback-gorilla,7.7,Lazy,Insomnia,Relax at home
998,skunk-1,Skunk #1,Sativa,Sk1,"Skunk #1 is a cross of Afghani, Mexican Acapulco Gold and Columbian Gold genetics.  Bred by Dutch Passion since 1978.",http://www.leafly.com/sativa/skunk-1,http://www.leafly.com/api/details/skunk-1,http://www.leafly.com/me/create/skunk-1,7.9,Euphoric,Stress,Create art
39,skunky-diesel,Skunky Diesel,Hybrid,Skd,A cross of Sensi Skunk with NYC Diesel.  Skunky Diesel comes on fast and strong.,http://www.leafly.com/hybrid/skunky-diesel,http://www.leafly.com/api/details/skunky-diesel,http://www.leafly.com/me/create/skunky-diesel,7.6,Hungry,Pain,Relax at home
58,skydog,Skydog,Hybrid,Sk,Skydog is notorious for being a pretty intense strain that takes tokers to new heights.,http://www.leafly.com/hybrid/skydog,http://www.leafly.com/api/details/skydog,http://www.leafly.com/me/create/skydog,9,Energetic,Anxiety,Get outdoors
192,skywalker,Skywalker,Hybrid,Sky,,http://www.leafly.com/hybrid/skywalker,http://www.leafly.com/api/details/skywalker,http://www.leafly.com/me/create/skywalker,8.4,Euphoric,Stress,Relax at home
13922,snow-white,Snow White,Hybrid,Sno,Early and abundant resin production is attributed to her White Widow mother.,http://www.leafly.com/hybrid/snow-white,http://www.leafly.com/api/details/snow-white,http://www.leafly.com/me/create/snow-white,7.6,Euphoric,Pain,N/A
8,snowcap,Snowcap,Sativa,Sno,"Snow Cap is a pure cannabis sativa that will provide you with a pure sativa high.  Expect lots of giggles during a funny movie, also ideal for going out to a party with lots of friends.",http://www.leafly.com/sativa/snowcap,http://www.leafly.com/api/details/snowcap,http://www.leafly.com/me/create/snowcap,7.6,Euphoric,Stress,Get outdoors
172,soul-shine,Soul Shine,Hybrid,Sou,,http://www.leafly.com/hybrid/soul-shine,http://www.leafly.com/api/details/soul-shine,http://www.leafly.com/me/create/soul-shine,8.2,Euphoric,Stress,Relax at home
300,sour-apple,Sour Apple,Hybrid,Sa,,http://www.leafly.com/hybrid/sour-apple,http://www.leafly.com/api/details/sour-apple,http://www.leafly.com/me/create/sour-apple,7.9,Lazy,Stress,Relax at home
5271,sour-chees,Sour Cheese,Hybrid,Sou,,http://www.leafly.com/hybrid/sour-chees,http://www.leafly.com/api/details/sour-chees,http://www.leafly.com/me/create/sour-chees,8.2,Euphoric,Lack of appetite,N/A
77,sour-chocolate,Sour Chocolate,Sativa,Sch,,http://www.leafly.com/sativa/sour-chocolate,http://www.leafly.com/api/details/sour-chocolate,http://www.leafly.com/me/create/sour-chocolate,5,Sleepy,Insomnia,Relax at home
13,sour-diesel,Sour Diesel,Sativa,Sd,"Sour Diesel mairjuana provides a fast-acting, dream high.",http://www.leafly.com/sativa/sour-diesel,http://www.leafly.com/api/details/sour-diesel,http://www.leafly.com/me/create/sour-diesel,8.3,Euphoric,Stress,Relax at home
621,sour-dream,Sour Dream,Hybrid,Sdr,,http://www.leafly.com/hybrid/sour-dream,http://www.leafly.com/api/details/sour-dream,http://www.leafly.com/me/create/sour-dream,8,Euphoric,Stress,Listen to music
1102,sour-flower,Sour Flower,Sativa,Sf,Sour Flower is a sativa that provides relief from pain and anxiety.,http://www.leafly.com/sativa/sour-flower,http://www.leafly.com/api/details/sour-flower,http://www.leafly.com/me/create/sour-flower,8.5,Uplifted,Pain,Listen to music
3856,sour-grape,Sour Grape,Hybrid,Sgr,,http://www.leafly.com/hybrid/sour-grape,http://www.leafly.com/api/details/sour-grape,http://www.leafly.com/me/create/sour-grape,7.5,Uplifted,Stress,N/A
295,sour-grapes,Sour Grapes,Hybrid,Sg,,http://www.leafly.com/hybrid/sour-grapes,http://www.leafly.com/api/details/sour-grapes,http://www.leafly.com/me/create/sour-grapes,7.4,Euphoric,Stress,Get outdoors
598,sour-kush,Sour Kush,Hybrid,Sk,,http://www.leafly.com/hybrid/sour-kush,http://www.leafly.com/api/details/sour-kush,http://www.leafly.com/me/create/sour-kush,7.9,Euphoric,Pain,Relax at home
160,sour-og,Sour OG,Hybrid,Sog,"Sour OG is a cross of Sour Diesel and OG Kush.  A very nice weed to smoke, not overly powerful but provides a relaxing yet energetic high. ",http://www.leafly.com/hybrid/sour-og,http://www.leafly.com/api/details/sour-og,http://www.leafly.com/me/create/sour-og,8.4,Euphoric,Stress,Relax at home
1927,space-bomb,Space Bomb,Hybrid,Spb,,http://www.leafly.com/hybrid/space-bomb,http://www.leafly.com/api/details/space-bomb,http://www.leafly.com/me/create/space-bomb,9.2,Uplifted,Pain,N/A
808,space-queen,Space Queen,Hybrid,Sq,"A cross of Romulan and Cinderella 99, very fruity taste and head high.",http://www.leafly.com/hybrid/space-queen,http://www.leafly.com/api/details/space-queen,http://www.leafly.com/me/create/space-queen,8.4,Happy,Stress,Hang with friends
291,starry-night,Starry Night,Hybrid,Sn,,http://www.leafly.com/hybrid/starry-night,http://www.leafly.com/api/details/starry-night,http://www.leafly.com/me/create/starry-night,9,Creative,Stress,N/A
15,strawberry-cough,Strawberry Cough,Hybrid,Sc,"This sativa-dominant strain will tickle your throat and make you cough like no other.  Good for a lift of spirits or going out and enjoying the great outdoors.  Can provide a pretty powerful high, be careful with the uninitiated.",http://www.leafly.com/hybrid/strawberry-cough,http://www.leafly.com/api/details/strawberry-cough,http://www.leafly.com/me/create/strawberry-cough,8.1,Uplifted,Stress,Hang with friends
2849,strawberry-diesel,Strawberry Diesel,Hybrid,Sd,,http://www.leafly.com/hybrid/strawberry-diesel,http://www.leafly.com/api/details/strawberry-diesel,http://www.leafly.com/me/create/strawberry-diesel,8.3,Happy,Stress,N/A
11356,strawberry-dream,Strawberry Dream,Hybrid,Sd,Strawberry Dream is a cross of Blue Dream and Strawberry Cough.  A 60/40 sativa-dominant hybrid strain that is very potent and sweet smelling.,http://www.leafly.com/hybrid/strawberry-dream,http://www.leafly.com/api/details/strawberry-dream,http://www.leafly.com/me/create/strawberry-dream,8,Euphoric,Stress,N/A
379,strawberry-kush,Strawberry Kush,Indica,Sk,,http://www.leafly.com/indica/strawberry-kush,http://www.leafly.com/api/details/strawberry-kush,http://www.leafly.com/me/create/strawberry-kush,7.5,Euphoric,Pain,Relax at home
240,sugar-shack,Sugar Shack,Hybrid,Shk,,http://www.leafly.com/hybrid/sugar-shack,http://www.leafly.com/api/details/sugar-shack,http://www.leafly.com/me/create/sugar-shack,7.4,Euphoric,Pain,Go to a party
293,super-blue-dream,Super Blue Dream,Hybrid,Sbd,,http://www.leafly.com/hybrid/super-blue-dream,http://www.leafly.com/api/details/super-blue-dream,http://www.leafly.com/me/create/super-blue-dream,7.9,Euphoric,Pain,Listen to music
648,super-cat-piss,Super Cat Piss,Sativa,Scp,The Super Cat Piss strain smells just like you would imagine.  The name doesn't provoke very appetizing ideas but this is a great sativa.,http://www.leafly.com/sativa/super-cat-piss,http://www.leafly.com/api/details/super-cat-piss,http://www.leafly.com/me/create/super-cat-piss,8,Euphoric,Stress,Watch a movie
60,super-green-crack,Super Green Crack,Sativa,Sgc,,http://www.leafly.com/sativa/super-green-crack,http://www.leafly.com/api/details/super-green-crack,http://www.leafly.com/me/create/super-green-crack,8.3,Energetic,Stress,Go to a party
8671,super-kush,Super Kush,Indica,Sup,,http://www.leafly.com/indica/super-kush,http://www.leafly.com/api/details/super-kush,http://www.leafly.com/me/create/super-kush,7.4,Euphoric,Anxiety,Watch a movie
180,super-lemon-haze,Super Lemon Haze,Hybrid,Slh,"Super Lemon Haze, from Greenhouse Seeds, a cross between Lemon Skunk and Super Silver Haze. This strain has a lemon smell and a sweet taste.",http://www.leafly.com/hybrid/super-lemon-haze,http://www.leafly.com/api/details/super-lemon-haze,http://www.leafly.com/me/create/super-lemon-haze,8.3,Energetic,Stress,Listen to music
6,super-silver-haze,Super Silver Haze,Sativa,Ss,A great sativa-dominant cannabis strain that has won many honors and the High Times Cannabis Cup.  Gives a great energetic body high.,http://www.leafly.com/sativa/super-silver-haze,http://www.leafly.com/api/details/super-silver-haze,http://www.leafly.com/me/create/super-silver-haze,8.5,Euphoric,Stress,Hang with friends
49,super-skunk,Super Skunk,Hybrid,Ssk,"Skunk lovers rejoice, Super Skunk was bred specifically for you.  The strong skunky smell provides a very pleasant high to all who try it.",http://www.leafly.com/hybrid/super-skunk,http://www.leafly.com/api/details/super-skunk,http://www.leafly.com/me/create/super-skunk,8.1,Euphoric,Stress,Go to a party
154,super-sour-diesel,Super Sour Diesel,Sativa,Ssd,,http://www.leafly.com/sativa/super-sour-diesel,http://www.leafly.com/api/details/super-sour-diesel,http://www.leafly.com/me/create/super-sour-diesel,8.6,Creative,Stress,Create art
424,superman-og,Superman OG,Indica,Sup,,http://www.leafly.com/indica/superman-og,http://www.leafly.com/api/details/superman-og,http://www.leafly.com/me/create/superman-og,8.2,Lazy,Insomnia,Relax at home
297,sweet-diesel,Sweet Diesel,Sativa,Sw,,http://www.leafly.com/sativa/sweet-diesel,http://www.leafly.com/api/details/sweet-diesel,http://www.leafly.com/me/create/sweet-diesel,7.8,Giggly,Pain,N/A
147,sweet-island-skunk,Sweet Island Skunk,Hybrid,Sis,"19.6% THC, Sweet Island Skunk is a sativa-dominant hybrid grown on Vancouver Island.",http://www.leafly.com/hybrid/sweet-island-skunk,http://www.leafly.com/api/details/sweet-island-skunk,http://www.leafly.com/me/create/sweet-island-skunk,8.3,Euphoric,Stress,Listen to music
1135,sweet-kush,Sweet Kush,Hybrid,Swe,,http://www.leafly.com/hybrid/sweet-kush,http://www.leafly.com/api/details/sweet-kush,http://www.leafly.com/me/create/sweet-kush,8.8,Creative,Pain,Watch a movie
220,sweet-tooth,Sweet Tooth,Hybrid,St,A perfect pairing of indica and sativa high with a very sweet taste.,http://www.leafly.com/hybrid/sweet-tooth,http://www.leafly.com/api/details/sweet-tooth,http://www.leafly.com/me/create/sweet-tooth,8,Euphoric,Stress,Relax at home
339,swiss-bliss,Swiss Bliss,Hybrid,Swb,,http://www.leafly.com/hybrid/swiss-bliss,http://www.leafly.com/api/details/swiss-bliss,http://www.leafly.com/me/create/swiss-bliss,7.5,Tingly,Pain,Hang with friends
3288,tahoe-og,Tahoe OG,Indica,Tog,,http://www.leafly.com/indica/tahoe-og,http://www.leafly.com/api/details/tahoe-og,http://www.leafly.com/me/create/tahoe-og,8.3,Sleepy,Insomnia,N/A
1309,taliban-poison,Taliban Poison,Indica,Tbp,,http://www.leafly.com/indica/taliban-poison,http://www.leafly.com/api/details/taliban-poison,http://www.leafly.com/me/create/taliban-poison,6,Aroused,PMS,N/A
6280,tangerine-dream,Tangerine Dream,Hybrid,Tng,,http://www.leafly.com/hybrid/tangerine-dream,http://www.leafly.com/api/details/tangerine-dream,http://www.leafly.com/me/create/tangerine-dream,7.1,Euphoric,Stress,Hang with friends
362,tangerine-kush,Tangerine Kush,Indica,Tan,,http://www.leafly.com/indica/tangerine-kush,http://www.leafly.com/api/details/tangerine-kush,http://www.leafly.com/me/create/tangerine-kush,7.6,Uplifted,Stress,Get outdoors
346,thai-tanic,Thai-Tanic,Hybrid,Tt,"A very compact Sativa-dominant variety, classic chocolate Thai smell and taste.",http://www.leafly.com/hybrid/thai-tanic,http://www.leafly.com/api/details/thai-tanic,http://www.leafly.com/me/create/thai-tanic,7.7,Uplifted,Pain,Watch a movie
312,thaidal-wave,Thaidal Wave,Hybrid,Twv,,http://www.leafly.com/hybrid/thaidal-wave,http://www.leafly.com/api/details/thaidal-wave,http://www.leafly.com/me/create/thaidal-wave,7.5,Euphoric,Anxiety,Play video games
158,thc-bomb,THC Bomb,Hybrid,Thc,,http://www.leafly.com/hybrid/thc-bomb,http://www.leafly.com/api/details/thc-bomb,http://www.leafly.com/me/create/thc-bomb,8.3,Euphoric,Pain,Relax at home
1929,the-flav,The Flav,Hybrid,Tfl,"The Flav was included in the Hightimes top 10 of 2008, a cross between Romulan and Space Queen.",http://www.leafly.com/hybrid/the-flav,http://www.leafly.com/api/details/the-flav,http://www.leafly.com/me/create/the-flav,9,Euphoric,Stress,Watch a movie
1932,the-void,The Void,Hybrid,Tv,The Void is a cross between Apollo-13 and Querkle strains. It tastes like grape saltwater taffy while providing a motivational high.,http://www.leafly.com/hybrid/the-void,http://www.leafly.com/api/details/the-void,http://www.leafly.com/me/create/the-void,8,Giggly,Stress,N/A
17395,the-white,The White,Hybrid,Twt,The White strain looks like it has been rolled in powdered sugar when done flowering.  This strain is a mostly indica hybrid.,http://www.leafly.com/hybrid/the-white,http://www.leafly.com/api/details/the-white,http://www.leafly.com/me/create/the-white,9.6,Euphoric,Insomnia,N/A
2537,tiger-woods,Tiger Woods,Hybrid,Tig,,http://www.leafly.com/hybrid/tiger-woods,http://www.leafly.com/api/details/tiger-woods,http://www.leafly.com/me/create/tiger-woods,8.5,Happy,Lack of appetite,Watch a movie
35,trainwreck,Trainwreck,Hybrid,Tw,Trainwreck will creep up on you and leave you feeling like a freight train crashed into your face.  Sativa-dominant hybrid that is renowned for pain relief and other medicinal uses.,http://www.leafly.com/hybrid/trainwreck,http://www.leafly.com/api/details/trainwreck,http://www.leafly.com/me/create/trainwreck,7.9,Euphoric,Stress,Relax at home
6098,trident,Trident,Hybrid,Tri,,http://www.leafly.com/hybrid/trident,http://www.leafly.com/api/details/trident,http://www.leafly.com/me/create/trident,7.2,Focused,Pain,N/A
17329,trifecta,Trifecta,Hybrid,Tri,,http://www.leafly.com/hybrid/trifecta,http://www.leafly.com/api/details/trifecta,http://www.leafly.com/me/create/trifecta,8.5,Tingly,Insomnia,N/A
11047,trinity,Trinity,Hybrid,Tri,"A rumored hard to find strain, Trinity is known to have a strong skunk-like smell with an uplifting high.",http://www.leafly.com/hybrid/trinity,http://www.leafly.com/api/details/trinity,http://www.leafly.com/me/create/trinity,9.2,Happy,Depression,N/A
477,triple-diesel,Triple Diesel,Sativa,Tri,,http://www.leafly.com/sativa/triple-diesel,http://www.leafly.com/api/details/triple-diesel,http://www.leafly.com/me/create/triple-diesel,6.3,Sleepy,Pain,N/A
223,tropical-tang,Tropical Tang,Hybrid,Trt,,http://www.leafly.com/hybrid/tropical-tang,http://www.leafly.com/api/details/tropical-tang,http://www.leafly.com/me/create/tropical-tang,9,Happy,Lack of appetite,Go to a party
1851,tropicali,Tropicali,Hybrid,Tc,"One of the newer hybrids, Tropicali is known for providing an uplifting and cerebral high with a frosty mint green color.",http://www.leafly.com/hybrid/tropicali,http://www.leafly.com/api/details/tropicali,http://www.leafly.com/me/create/tropicali,8.3,Euphoric,Stress,Hang with friends
5773,true-og,True OG,Indica,Tru,,http://www.leafly.com/indica/true-og,http://www.leafly.com/api/details/true-og,http://www.leafly.com/me/create/true-og,8.7,Euphoric,Anxiety,N/A
1588,uk-cheese,UK Cheese,Hybrid,UK ,,http://www.leafly.com/hybrid/uk-cheese,http://www.leafly.com/api/details/uk-cheese,http://www.leafly.com/me/create/uk-cheese,8,Euphoric,Pain,Get outdoors
611,ultimate-trainwreck,Ultimate Trainwreck,Sativa,Utw,,http://www.leafly.com/sativa/ultimate-trainwreck,http://www.leafly.com/api/details/ultimate-trainwreck,http://www.leafly.com/me/create/ultimate-trainwreck,7.7,Euphoric,Stress,Listen to music
231,vanilla-kush,Vanilla Kush,Indica,Van,,http://www.leafly.com/indica/vanilla-kush,http://www.leafly.com/api/details/vanilla-kush,http://www.leafly.com/me/create/vanilla-kush,8.2,Lazy,Insomnia,Relax at home
666,venice-og,Venice OG,Sativa,Vog,,http://www.leafly.com/sativa/venice-og,http://www.leafly.com/api/details/venice-og,http://www.leafly.com/me/create/venice-og,7.8,Focused,Stress,Play video games
336,very-berry-haze,Very Berry Haze,Sativa,Vbh,,http://www.leafly.com/sativa/very-berry-haze,http://www.leafly.com/api/details/very-berry-haze,http://www.leafly.com/me/create/very-berry-haze,6.5,Uplifted,Pain,Get outdoors
5730,violator-kush,Violator Kush,Indica,Vio,"Known for it's high THC and CBD levels, Violator Kush is a mostly indica cross of Hindu Kush and Malana.",http://www.leafly.com/indica/violator-kush,http://www.leafly.com/api/details/violator-kush,http://www.leafly.com/me/create/violator-kush,7.9,Lazy,Insomnia,N/A
201,voodoo,Voodoo,Sativa,Vdo,,http://www.leafly.com/sativa/voodoo,http://www.leafly.com/api/details/voodoo,http://www.leafly.com/me/create/voodoo,6.6,Euphoric,Pain,Relax at home
